account_id,account_name,region,industry,contract_term_years,last_deal_year,renewal_quarter,arr_usd_current
A0314,Parallel Labs,AMER,Financial Services,3,2023,2026-Q1,277000
A0315,Silverline Logic Inc,APAC,Manufacturing,3,2023,2026-Q1,355000
A0316,Parallel Grid,EMEA,Healthcare,3,2023,2026-Q1,495000
A0317,Meridian Works,EMEA,Healthcare,3,2022,2025-Q4,81000
A0318,Vertex Grid,EMEA,Technology,3,2022,2025-Q3,546000
A0319,Northwind Labs Inc,AMER,Professional Services,3,2023,2026-Q1,549000
A0320,Meridian Works Inc,APAC,Financial Services,3,2022,2025-Q1,428000
A0321,BluePeak Bridge,AMER,Technology,3,2022,2025-Q4,181000
A0322,BluePeak Systems,EMEA,Retail,3,2022,2025-Q3,777000
A0323,Cobalt Bridge Inc,APAC,Financial Services,3,2022,2025-Q1,496000
A0324,BluePeak Systems,EMEA,Healthcare,3,2022,2025-Q3,577000
A0325,Parallel Logic,EMEA,Technology,3,2023,2026-Q1,385000
A0326,Silverline Works Inc,AMER,Retail,2,2023,2025-Q2,706000
A0327,Northwind Systems,AMER,Professional Services,3,2022,2025-Q1,1118000
A0328,Cobalt Systems,EMEA,Professional Services,3,2022,2025-Q3,52000
A0329,Cobalt Systems,AMER,Professional Services,3,2022,2025-Q3,479000
A0330,Pinnacle Dynamics,EMEA,Professional Services,3,2022,2025-Q3,842000
A0331,Aurora Works Inc,AMER,Manufacturing,3,2022,2025-Q3,939000
A0332,Pinnacle Grid,EMEA,Professional Services,3,2022,2025-Q3,791000
A0333,Meridian Labs Inc,EMEA,Technology,3,2022,2025-Q4,882000
A0334,Vertex Bridge,AMER,Manufacturing,3,2022,2025-Q2,123000
A0335,Parallel Labs,APAC,Retail,3,2023,2026-Q1,479000
A0336,Vertex Dynamics Inc,AMER,Technology,3,2022,2025-Q3,83000
A0337,Northwind Bridge,EMEA,Manufacturing,4,2022,2026-Q1,53000
A0338,Silverline Cloud Inc,AMER,Financial Services,3,2023,2026-Q1,83000
A0339,BluePeak Systems,AMER,Professional Services,3,2022,2025-Q3,135000
A0340,Meridian Labs Inc,EMEA,Manufacturing,3,2022,2025-Q3,495000
A0341,BluePeak Bridge,AMER,Financial Services,3,2023,2026-Q1,459000
A0342,Silverline Grid Inc,AMER,Technology,3,2022,2025-Q1,221000
A0343,Meridian Grid Inc,EMEA,Financial Services,3,2022,2025-Q1,502000
A0344,Northwind Cloud,EMEA,Professional Services,3,2022,2025-Q2,361000
A0345,Silverline Bridge,AMER,Financial Services,5,2020,2025-Q1,152000
A0346,Silverline Works,EMEA,Healthcare,3,2022,2025-Q3,274000
A0347,Silverline Dynamics,EMEA,Retail,3,2022,2025-Q3,498000
A0348,Meridian Works,AMER,Technology,3,2022,2025-Q2,114000
A0349,Silverline Bridge Inc,EMEA,Technology,3,2022,2025-Q1,1386000
A0350,Aurora Labs,APAC,Technology,5,2020,2025-Q2,1019000
A0351,Vertex Logic,AMER,Professional Services,3,2023,2026-Q1,134000
A0352,Parallel Grid,APAC,Financial Services,3,2022,2025-Q1,195000
A0353,Silverline Bridge,AMER,Retail,3,2023,2026-Q1,127000
A0354,Aurora Dynamics,APAC,Professional Services,3,2023,2026-Q1,732000
A0355,Aurora Cloud Inc,EMEA,Retail,4,2021,2025-Q2,571000
A0356,Northwind Dynamics,EMEA,Manufacturing,3,2022,2025-Q4,661000
A0357,Granite Labs Inc,APAC,Healthcare,3,2022,2025-Q4,42000
A0358,Silverline Cloud,EMEA,Manufacturing,3,2023,2026-Q1,248000
A0359,Northwind Cloud,APAC,Professional Services,3,2023,2026-Q1,0
A0360,Aurora Systems,APAC,Manufacturing,3,2022,2025-Q2,36000
A0361,Meridian Dynamics,AMER,Retail,3,2022,2025-Q3,77000
A0362,Northwind Cloud,EMEA,Financial Services,3,2022,2025-Q3,533000
A0363,Granite Cloud,AMER,Healthcare,3,2022,2025-Q2,238000
A0364,Silverline Bridge,AMER,Professional Services,5,2020,2025-Q4,0
A0365,Northwind Dynamics Inc,EMEA,Financial Services,2,2023,2025-Q4,58000
A0366,Vertex Bridge Inc,APAC,Professional Services,3,2022,2025-Q4,254000
A0367,Northwind Labs Inc,APAC,Retail,3,2022,2025-Q4,245000
A0368,Cobalt Logic,EMEA,Professional Services,3,2023,2026-Q1,368000
A0369,Aurora Dynamics,APAC,Professional Services,3,2022,2025-Q1,561000
A0370,Parallel Labs Inc,EMEA,Professional Services,3,2022,2025-Q2,69000
A0371,Aurora Systems,APAC,Manufacturing,2,2024,2026-Q1,96000
A0372,Aurora Bridge,APAC,Financial Services,3,2023,2026-Q1,362000
A0373,BluePeak Bridge,APAC,Retail,3,2022,2025-Q2,35000
A0374,Granite Bridge,APAC,Financial Services,1,2024,2025-Q2,105000
A0375,Cobalt Cloud Inc,EMEA,Financial Services,3,2022,2025-Q4,1188000
A0376,Pinnacle Cloud Inc,AMER,Professional Services,3,2022,2025-Q2,237000
A0377,BluePeak Labs Inc,APAC,Technology,3,2022,2025-Q3,185000
A0378,Vertex Dynamics,EMEA,Healthcare,5,2021,2026-Q1,315000
A0379,Silverline Systems Inc,AMER,Healthcare,3,2022,2025-Q4,149000
A0380,Granite Systems Inc,AMER,Healthcare,3,2022,2025-Q3,1041000
A0381,Northwind Bridge Inc,EMEA,Healthcare,3,2023,2026-Q1,87000
A0382,Pinnacle Works,EMEA,Professional Services,1,2024,2025-Q3,77000
A0383,BluePeak Bridge,APAC,Healthcare,3,2022,2025-Q2,360000
A0384,Meridian Works,AMER,Healthcare,1,2024,2025-Q4,710000
A0385,Pinnacle Labs Inc,APAC,Retail,3,2023,2026-Q1,131000
A0386,Pinnacle Grid Inc,EMEA,Technology,3,2022,2025-Q1,226000
A0387,Meridian Bridge,AMER,Financial Services,3,2023,2026-Q1,382000
A0388,Granite Grid,AMER,Healthcare,3,2022,2025-Q3,633000
A0389,Cobalt Cloud Inc,EMEA,Manufacturing,5,2020,2025-Q2,58000
A0390,Northwind Cloud,EMEA,Financial Services,3,2022,2025-Q4,700000
A0391,Cobalt Logic Inc,EMEA,Healthcare,3,2022,2025-Q1,1290000
A0392,Pinnacle Labs,AMER,Manufacturing,3,2022,2025-Q2,395000
A0393,Northwind Dynamics,AMER,Professional Services,3,2022,2025-Q4,424000
A0394,Cobalt Systems,AMER,Healthcare,3,2022,2025-Q4,283000
A0395,Northwind Cloud Inc,APAC,Manufacturing,5,2021,2026-Q1,470000
A0396,Silverline Bridge,APAC,Professional Services,3,2022,2025-Q3,1313000
A0397,Silverline Dynamics,EMEA,Healthcare,2,2023,2025-Q4,0
A0398,Vertex Bridge,APAC,Financial Services,3,2022,2025-Q2,1045000
A0399,Pinnacle Systems Inc,AMER,Healthcare,3,2022,2025-Q1,345000
A0400,Aurora Systems,EMEA,Healthcare,3,2023,2026-Q1,26000
A0401,Aurora Grid Inc,EMEA,Retail,5,2020,2025-Q2,48000
A0402,Parallel Dynamics Inc,AMER,Technology,3,2023,2026-Q1,352000
A0403,Cobalt Grid Inc,EMEA,Professional Services,3,2022,2025-Q4,387000
A0404,BluePeak Bridge,APAC,Professional Services,3,2022,2025-Q2,564000
A0405,BluePeak Systems,EMEA,Manufacturing,3,2022,2025-Q1,53000
A0406,Parallel Dynamics,AMER,Manufacturing,5,2021,2026-Q1,0
A0407,Aurora Cloud Inc,EMEA,Technology,3,2023,2026-Q1,0
A0408,Aurora Bridge Inc,APAC,Technology,3,2023,2026-Q1,116000
A0409,Meridian Bridge,AMER,Healthcare,3,2022,2025-Q2,324000
A0410,Cobalt Logic,EMEA,Manufacturing,3,2022,2025-Q3,1085000
A0411,Vertex Works,AMER,Retail,3,2023,2026-Q1,37000
A0412,Northwind Logic,AMER,Retail,3,2022,2025-Q2,876000
A0413,Northwind Works,AMER,Healthcare,3,2022,2025-Q3,143000
A0414,BluePeak Cloud,APAC,Technology,3,2022,2025-Q4,510000
A0415,Northwind Labs Inc,AMER,Professional Services,5,2020,2025-Q4,0
A0416,Northwind Works,AMER,Healthcare,3,2022,2025-Q3,145000
A0417,Granite Works Inc,APAC,Financial Services,3,2022,2025-Q4,57000
A0418,Aurora Systems,APAC,Retail,3,2022,2025-Q3,60000
A0419,Northwind Cloud,APAC,Financial Services,3,2022,2025-Q1,105000
A0420,Granite Systems,AMER,Manufacturing,3,2022,2025-Q1,67000
A0421,Aurora Systems,AMER,Manufacturing,3,2022,2025-Q1,1257000
A0422,Pinnacle Logic Inc,APAC,Retail,2,2023,2025-Q3,96000
A0423,Silverline Cloud Inc,APAC,Retail,3,2022,2025-Q3,130000
A0424,Cobalt Bridge Inc,APAC,Professional Services,3,2022,2025-Q2,74000
A0425,Parallel Bridge Inc,AMER,Healthcare,3,2022,2025-Q3,66000
A0426,Northwind Labs,AMER,Manufacturing,3,2022,2025-Q3,438000
A0427,Granite Grid,AMER,Technology,3,2023,2026-Q1,411000
A0428,Meridian Logic Inc,EMEA,Financial Services,3,2023,2026-Q1,0
A0429,Silverline Dynamics,EMEA,Financial Services,3,2022,2025-Q2,460000
A0430,BluePeak Grid Inc,EMEA,Financial Services,3,2022,2025-Q2,36000
A0431,Northwind Bridge Inc,AMER,Professional Services,3,2022,2025-Q2,377000
A0432,Aurora Cloud,AMER,Financial Services,3,2023,2026-Q1,0
A0433,Aurora Bridge,APAC,Manufacturing,3,2022,2025-Q4,137000
A0434,Aurora Logic,EMEA,Retail,3,2022,2025-Q4,1336000
A0435,Silverline Systems,APAC,Manufacturing,3,2022,2025-Q3,61000
A0436,Granite Systems Inc,AMER,Financial Services,3,2022,2025-Q1,697000
A0437,BluePeak Dynamics,APAC,Technology,3,2022,2025-Q4,491000
A0438,Vertex Cloud,EMEA,Retail,1,2024,2025-Q4,0
A0439,Cobalt Cloud,AMER,Professional Services,1,2024,2025-Q2,92000
A0440,Granite Grid,EMEA,Retail,3,2022,2025-Q3,632000
A0441,Cobalt Dynamics,EMEA,Manufacturing,3,2022,2025-Q1,498000
A0442,Granite Dynamics,EMEA,Retail,3,2022,2025-Q1,334000
A0443,Pinnacle Labs Inc,AMER,Financial Services,3,2022,2025-Q2,799000
A0444,Cobalt Grid,AMER,Retail,3,2023,2026-Q1,933000
A0445,Meridian Systems Inc,APAC,Manufacturing,3,2022,2025-Q4,747000
A0446,BluePeak Grid,EMEA,Technology,3,2022,2025-Q3,429000
A0447,BluePeak Works,APAC,Financial Services,3,2023,2026-Q1,64000
A0448,Aurora Works,AMER,Healthcare,3,2023,2026-Q1,482000
A0449,Silverline Systems Inc,EMEA,Professional Services,5,2020,2025-Q3,31000
A0450,Granite Dynamics Inc,EMEA,Technology,3,2022,2025-Q4,315000
A0451,Meridian Labs,AMER,Financial Services,3,2022,2025-Q2,187000
A0452,Granite Dynamics,AMER,Manufacturing,3,2022,2025-Q1,552000
A0453,Aurora Grid,EMEA,Retail,5,2021,2026-Q1,248000
A0454,Parallel Systems Inc,AMER,Technology,5,2020,2025-Q1,724000
A0455,Cobalt Grid,AMER,Technology,3,2022,2025-Q2,63000
A0456,Cobalt Dynamics Inc,EMEA,Technology,3,2022,2025-Q4,1200000
A0457,Aurora Dynamics Inc,APAC,Retail,3,2023,2026-Q1,414000
A0458,Granite Cloud,EMEA,Healthcare,2,2023,2025-Q2,455000
A0459,Granite Works,APAC,Technology,3,2022,2025-Q4,391000
A0460,Aurora Works Inc,AMER,Retail,3,2022,2025-Q4,459000
A0461,Aurora Works,EMEA,Manufacturing,1,2024,2025-Q2,195000
A0462,Silverline Works,AMER,Financial Services,3,2022,2025-Q3,547000
A0463,Pinnacle Works,AMER,Retail,3,2022,2025-Q1,177000
A0464,Meridian Cloud,EMEA,Professional Services,3,2023,2026-Q1,555000
A0465,BluePeak Logic Inc,AMER,Manufacturing,3,2023,2026-Q1,297000
A0466,Meridian Grid Inc,AMER,Manufacturing,3,2022,2025-Q3,491000
A0467,Meridian Labs,EMEA,Retail,3,2023,2026-Q1,165000
A0468,Parallel Dynamics,AMER,Technology,3,2022,2025-Q1,355000
A0469,Vertex Works,AMER,Retail,3,2022,2025-Q4,102000
A0470,Cobalt Bridge Inc,AMER,Technology,3,2022,2025-Q1,61000
A0471,Vertex Works Inc,AMER,Financial Services,3,2022,2025-Q2,485000
A0472,Granite Grid Inc,EMEA,Professional Services,4,2022,2026-Q1,1378000
A0473,Pinnacle Grid,APAC,Manufacturing,3,2022,2025-Q3,0
A0474,BluePeak Logic,EMEA,Professional Services,3,2022,2025-Q4,439000
A0475,Northwind Dynamics,APAC,Professional Services,3,2022,2025-Q2,33000
A0476,Vertex Grid Inc,APAC,Professional Services,3,2022,2025-Q2,220000
A0477,Northwind Bridge Inc,APAC,Professional Services,3,2022,2025-Q4,452000
A0478,Cobalt Works Inc,AMER,Technology,3,2023,2026-Q1,695000
A0479,Pinnacle Dynamics Inc,AMER,Technology,2,2023,2025-Q3,313000
A0480,Parallel Works Inc,APAC,Professional Services,3,2022,2025-Q1,43000
A0481,BluePeak Works,EMEA,Technology,3,2022,2025-Q2,138000
A0482,Vertex Dynamics Inc,APAC,Professional Services,3,2023,2026-Q1,39000
A0483,Granite Works,EMEA,Technology,3,2023,2026-Q1,64000
A0484,BluePeak Bridge,APAC,Professional Services,3,2023,2026-Q1,272000
A0485,Vertex Bridge,EMEA,Manufacturing,3,2022,2025-Q2,209000
A0486,Vertex Works,EMEA,Manufacturing,3,2022,2025-Q3,0
A0487,BluePeak Bridge Inc,AMER,Healthcare,3,2022,2025-Q2,71000
A0488,Northwind Grid Inc,APAC,Professional Services,3,2022,2025-Q2,364000
A0489,Parallel Dynamics Inc,EMEA,Financial Services,3,2022,2025-Q2,513000
A0490,Vertex Bridge Inc,AMER,Manufacturing,3,2022,2025-Q1,176000
A0491,Aurora Grid,EMEA,Technology,3,2022,2025-Q1,156000
A0492,Parallel Systems,AMER,Financial Services,3,2022,2025-Q3,528000
A0493,Meridian Works,AMER,Retail,3,2022,2025-Q1,806000
A0494,Northwind Cloud,AMER,Technology,3,2022,2025-Q4,656000
A0495,Pinnacle Bridge,EMEA,Manufacturing,3,2022,2025-Q4,284000
A0496,BluePeak Bridge Inc,APAC,Manufacturing,3,2022,2025-Q2,216000
A0497,Cobalt Bridge Inc,APAC,Healthcare,3,2022,2025-Q4,399000
A0498,Vertex Logic Inc,AMER,Financial Services,3,2022,2025-Q4,50000
A0499,Silverline Labs Inc,APAC,Retail,3,2022,2025-Q3,273000
A0500,Vertex Bridge,AMER,Technology,3,2022,2025-Q4,174000
A0501,Silverline Works,EMEA,Retail,3,2022,2025-Q2,43000
A0502,Pinnacle Systems Inc,APAC,Professional Services,3,2022,2025-Q4,71000
A0503,Granite Works Inc,APAC,Healthcare,2,2023,2025-Q2,0
A0504,Aurora Bridge Inc,EMEA,Retail,1,2025,2026-Q1,221000
A0505,BluePeak Logic,EMEA,Manufacturing,3,2022,2025-Q4,265000
A0506,Aurora Dynamics Inc,EMEA,Professional Services,3,2022,2025-Q4,249000
A0507,Vertex Labs,EMEA,Financial Services,3,2022,2025-Q4,845000
A0508,Meridian Systems Inc,APAC,Financial Services,3,2022,2025-Q2,30000
A0509,Parallel Grid,APAC,Healthcare,3,2022,2025-Q4,48000
A0510,Silverline Systems Inc,EMEA,Professional Services,5,2020,2025-Q2,488000
A0511,Cobalt Labs,EMEA,Financial Services,4,2022,2026-Q1,586000
A0512,BluePeak Labs,APAC,Technology,3,2022,2025-Q4,1053000
A0513,Meridian Cloud,EMEA,Financial Services,3,2022,2025-Q2,768000
A0514,Vertex Cloud Inc,EMEA,Healthcare,3,2022,2025-Q4,60000
A0515,Pinnacle Systems,APAC,Manufacturing,3,2022,2025-Q1,44000
A0516,Parallel Cloud,EMEA,Manufacturing,3,2023,2026-Q1,41000
A0517,Pinnacle Cloud,AMER,Manufacturing,2,2024,2026-Q1,428000
A0518,Aurora Bridge,APAC,Retail,3,2022,2025-Q4,56000
A0519,Vertex Works Inc,APAC,Healthcare,3,2023,2026-Q1,199000
A0520,Parallel Dynamics,EMEA,Retail,3,2022,2025-Q4,72000
A0521,Cobalt Grid,AMER,Manufacturing,3,2022,2025-Q1,334000
A0522,Northwind Bridge,EMEA,Technology,3,2022,2025-Q1,236000
A0523,Cobalt Grid Inc,EMEA,Technology,3,2023,2026-Q1,173000
A0524,Cobalt Dynamics Inc,EMEA,Technology,1,2025,2026-Q1,235000
A0525,Pinnacle Logic Inc,APAC,Healthcare,3,2023,2026-Q1,73000
A0526,Cobalt Grid,EMEA,Manufacturing,3,2022,2025-Q1,86000
A0527,Aurora Works,APAC,Manufacturing,3,2022,2025-Q1,142000
A0528,Silverline Logic,EMEA,Technology,3,2022,2025-Q4,157000
A0529,Pinnacle Labs,EMEA,Financial Services,3,2022,2025-Q3,232000
A0530,Cobalt Works Inc,EMEA,Retail,3,2022,2025-Q4,233000
A0531,Granite Labs Inc,AMER,Professional Services,3,2022,2025-Q1,247000
A0532,Parallel Grid Inc,APAC,Professional Services,3,2022,2025-Q2,285000
A0533,BluePeak Grid,AMER,Retail,3,2022,2025-Q4,243000
A0534,Granite Labs Inc,APAC,Financial Services,3,2023,2026-Q1,210000
A0535,BluePeak Bridge Inc,EMEA,Financial Services,3,2022,2025-Q3,400000
A0536,Meridian Grid Inc,APAC,Technology,3,2022,2025-Q3,1468000
A0537,Meridian Dynamics Inc,EMEA,Healthcare,3,2022,2025-Q2,25000
A0538,Granite Dynamics,APAC,Professional Services,3,2022,2025-Q2,216000
A0539,Granite Dynamics Inc,EMEA,Technology,2,2023,2025-Q3,54000
A0540,Aurora Works,EMEA,Financial Services,3,2022,2025-Q2,558000
A0541,Meridian Works,EMEA,Healthcare,3,2022,2025-Q2,0
A0542,Aurora Cloud Inc,AMER,Healthcare,3,2022,2025-Q3,1216000
A0543,Cobalt Bridge,AMER,Manufacturing,3,2022,2025-Q4,56000
A0544,Cobalt Logic Inc,AMER,Technology,3,2022,2025-Q2,0
A0545,Meridian Systems Inc,APAC,Manufacturing,3,2022,2025-Q2,306000
A0546,Pinnacle Cloud,EMEA,Retail,3,2022,2025-Q3,293000
A0547,Pinnacle Bridge Inc,EMEA,Professional Services,3,2023,2026-Q1,0
A0548,Vertex Systems,EMEA,Healthcare,3,2022,2025-Q4,426000
A0549,BluePeak Systems,EMEA,Financial Services,3,2022,2025-Q4,1138000
A0550,Cobalt Bridge,EMEA,Professional Services,3,2022,2025-Q1,746000
A0551,Pinnacle Systems Inc,APAC,Retail,3,2022,2025-Q4,178000
A0552,Northwind Bridge Inc,AMER,Financial Services,3,2022,2025-Q3,0
A0553,Aurora Systems,APAC,Technology,3,2023,2026-Q1,406000
A0554,BluePeak Systems Inc,EMEA,Professional Services,3,2022,2025-Q3,421000
A0555,Silverline Bridge,AMER,Healthcare,3,2023,2026-Q1,367000
A0556,Pinnacle Works,APAC,Manufacturing,2,2023,2025-Q2,425000
A0557,Silverline Dynamics Inc,AMER,Financial Services,3,2022,2025-Q1,238000
A0558,Northwind Systems Inc,EMEA,Professional Services,3,2023,2026-Q1,480000
A0559,Meridian Works,AMER,Professional Services,3,2022,2025-Q2,274000
A0560,Pinnacle Works,APAC,Healthcare,3,2022,2025-Q2,841000
A0561,Pinnacle Bridge,AMER,Financial Services,3,2022,2025-Q3,1119000
A0562,Granite Logic,APAC,Financial Services,3,2022,2025-Q2,111000
A0563,Aurora Logic,AMER,Healthcare,2,2023,2025-Q4,109000
A0564,Aurora Cloud Inc,EMEA,Retail,3,2023,2026-Q1,634000
A0565,Granite Dynamics Inc,AMER,Healthcare,1,2024,2025-Q1,48000
A0566,BluePeak Dynamics,EMEA,Professional Services,3,2022,2025-Q1,307000
A0567,Meridian Cloud,EMEA,Professional Services,3,2022,2025-Q2,51000
A0568,Vertex Logic,APAC,Manufacturing,3,2022,2025-Q1,428000
A0569,Pinnacle Systems,EMEA,Financial Services,3,2022,2025-Q1,0
A0570,Cobalt Grid Inc,EMEA,Technology,3,2022,2025-Q3,470000
A0571,Aurora Cloud,APAC,Technology,3,2022,2025-Q1,121000
A0572,Parallel Grid Inc,AMER,Healthcare,3,2022,2025-Q2,236000
A0573,BluePeak Bridge Inc,AMER,Healthcare,4,2022,2026-Q1,550000
A0574,BluePeak Works Inc,EMEA,Retail,5,2020,2025-Q1,39000
A0575,BluePeak Labs Inc,APAC,Healthcare,3,2022,2025-Q1,697000
A0576,Northwind Cloud,EMEA,Healthcare,3,2022,2025-Q3,653000
A0577,BluePeak Dynamics,EMEA,Retail,3,2022,2025-Q1,648000
A0578,Northwind Dynamics Inc,APAC,Professional Services,3,2022,2025-Q3,780000
A0579,BluePeak Logic,EMEA,Professional Services,3,2022,2025-Q4,69000
A0580,Cobalt Dynamics Inc,EMEA,Retail,3,2022,2025-Q2,143000
A0581,Northwind Labs,EMEA,Technology,3,2022,2025-Q4,258000
A0582,Silverline Systems,AMER,Retail,2,2024,2026-Q1,498000
A0583,Parallel Bridge Inc,AMER,Manufacturing,5,2020,2025-Q4,57000
A0584,Meridian Logic,EMEA,Retail,3,2022,2025-Q1,549000
A0585,Pinnacle Grid,APAC,Financial Services,3,2023,2026-Q1,393000
A0586,Granite Dynamics Inc,EMEA,Technology,3,2022,2025-Q3,1152000
A0587,Parallel Grid,AMER,Technology,5,2020,2025-Q4,274000
A0588,Northwind Grid Inc,APAC,Manufacturing,3,2023,2026-Q1,110000
A0589,BluePeak Bridge Inc,APAC,Manufacturing,3,2023,2026-Q1,0
A0590,Pinnacle Labs,APAC,Healthcare,1,2024,2025-Q1,29000
A0591,Silverline Cloud,AMER,Manufacturing,3,2022,2025-Q3,479000
A0592,BluePeak Grid,AMER,Manufacturing,3,2022,2025-Q3,78000
A0593,Cobalt Logic Inc,EMEA,Technology,3,2022,2025-Q4,175000
A0594,Granite Labs Inc,EMEA,Technology,3,2022,2025-Q1,502000
A0595,Parallel Works,APAC,Manufacturing,3,2022,2025-Q4,531000
A0596,Vertex Logic Inc,APAC,Financial Services,3,2022,2025-Q4,427000
A0597,Parallel Bridge,APAC,Retail,3,2022,2025-Q3,65000
A0598,Silverline Systems,EMEA,Manufacturing,3,2023,2026-Q1,0
A0599,Granite Works,APAC,Manufacturing,3,2022,2025-Q4,323000
A0600,Northwind Cloud,AMER,Retail,3,2023,2026-Q1,659000
A0601,Aurora Bridge,AMER,Technology,1,2025,2026-Q1,74000
A0602,Granite Grid,EMEA,Manufacturing,3,2022,2025-Q3,792000
A0603,Cobalt Dynamics,EMEA,Technology,5,2020,2025-Q4,56000
A0604,BluePeak Dynamics Inc,EMEA,Professional Services,3,2022,2025-Q1,273000
A0605,Silverline Logic Inc,EMEA,Retail,1,2024,2025-Q1,527000
A0606,Meridian Grid Inc,AMER,Technology,3,2023,2026-Q1,380000
A0607,Vertex Systems,EMEA,Healthcare,3,2022,2025-Q4,908000
A0608,BluePeak Logic Inc,APAC,Healthcare,5,2021,2026-Q1,0
A0609,BluePeak Grid Inc,AMER,Retail,3,2022,2025-Q4,198000
A0610,Vertex Labs,EMEA,Financial Services,3,2023,2026-Q1,769000
A0611,Parallel Grid Inc,APAC,Professional Services,3,2022,2025-Q3,195000
A0612,Meridian Works Inc,APAC,Healthcare,3,2022,2025-Q3,137000
A0613,Silverline Dynamics,AMER,Professional Services,3,2023,2026-Q1,585000
A0614,Cobalt Grid Inc,EMEA,Healthcare,3,2022,2025-Q4,392000
A0615,Vertex Cloud,EMEA,Professional Services,3,2022,2025-Q2,447000
A0616,Vertex Logic,APAC,Retail,3,2023,2026-Q1,75000
A0617,Aurora Bridge,APAC,Technology,3,2022,2025-Q3,409000
A0618,Cobalt Systems,EMEA,Financial Services,2,2023,2025-Q1,448000
A0619,Aurora Systems Inc,APAC,Technology,1,2024,2025-Q4,184000
A0620,Silverline Grid,AMER,Technology,3,2022,2025-Q3,160000
A0621,Silverline Systems,EMEA,Healthcare,3,2022,2025-Q4,0
A0622,Pinnacle Works,APAC,Financial Services,2,2023,2025-Q4,0
A0623,Cobalt Works Inc,EMEA,Healthcare,3,2022,2025-Q1,404000
A0624,Pinnacle Works,EMEA,Financial Services,3,2022,2025-Q4,52000
A0625,Granite Bridge,AMER,Professional Services,3,2023,2026-Q1,258000
A0626,Meridian Labs,APAC,Technology,3,2022,2025-Q1,139000
