account_id,account_name,renewal_quarter,region,contract_term_years,last_deal_year,arr_up_for_renewal_usd,outcome,loss_reason,booked_arr_usd,renewal_motion
A0379,Silverline Systems Inc,2025-Q4,AMER,3,2022,131000,renewed,,149000,expansion
A0384,Meridian Works,2025-Q4,AMER,1,2024,315000,renewed,,710000,expansion
A0390,Northwind Cloud,2025-Q4,EMEA,3,2022,300000,renewed,,700000,expansion
A0393,Northwind Dynamics,2025-Q4,AMER,3,2022,317000,renewed,,424000,expansion
A0394,Cobalt Systems,2025-Q4,AMER,3,2022,96000,renewed,,283000,expansion
A0397,Silverline Dynamics,2025-Q4,EMEA,2,2023,30000,churned,Risk — security or compliance,0,
A0403,Cobalt Grid Inc,2025-Q4,EMEA,3,2022,319000,renewed,,387000,expansion
A0414,BluePeak Cloud,2025-Q4,APAC,3,2022,360000,renewed,,510000,expansion
A0415,Northwind Labs Inc,2025-Q4,AMER,5,2020,324000,churned,Risk — security or compliance,0,
A0417,Granite Works Inc,2025-Q4,APAC,3,2022,57000,renewed,,57000,flat
A0433,Aurora Bridge,2025-Q4,APAC,3,2022,63000,renewed,,137000,expansion
A0434,Aurora Logic,2025-Q4,EMEA,3,2022,529000,renewed,,1336000,expansion
A0437,BluePeak Dynamics,2025-Q4,APAC,3,2022,334000,renewed,,491000,expansion
A0438,Vertex Cloud,2025-Q4,EMEA,1,2024,217000,churned,Pricing — lower competitive quote,0,
A0445,Meridian Systems Inc,2025-Q4,APAC,3,2022,300000,renewed,,747000,expansion
A0450,Granite Dynamics Inc,2025-Q4,EMEA,3,2022,232000,renewed,,315000,expansion
A0456,Cobalt Dynamics Inc,2025-Q4,EMEA,3,2022,417000,renewed,,1200000,expansion
A0459,Granite Works,2025-Q4,APAC,3,2022,380000,renewed,,391000,expansion
A0460,Aurora Works Inc,2025-Q4,AMER,3,2022,244000,renewed,,459000,expansion
A0469,Vertex Works,2025-Q4,AMER,3,2022,56000,renewed,,102000,expansion
A0474,BluePeak Logic,2025-Q4,EMEA,3,2022,312000,renewed,,439000,expansion
A0477,Northwind Bridge Inc,2025-Q4,APAC,3,2022,296000,renewed,,452000,expansion
A0494,Northwind Cloud,2025-Q4,AMER,3,2022,367000,renewed,,656000,expansion
A0495,Pinnacle Bridge,2025-Q4,EMEA,3,2022,272000,renewed,,284000,expansion
A0497,Cobalt Bridge Inc,2025-Q4,APAC,3,2022,146000,renewed,,399000,expansion
A0498,Vertex Logic Inc,2025-Q4,AMER,3,2022,25000,renewed,,50000,expansion
A0500,Vertex Bridge,2025-Q4,AMER,3,2022,77000,renewed,,174000,expansion
A0502,Pinnacle Systems Inc,2025-Q4,APAC,3,2022,70000,renewed,,71000,flat
A0505,BluePeak Logic,2025-Q4,EMEA,3,2022,264000,renewed,,265000,flat
A0506,Aurora Dynamics Inc,2025-Q4,EMEA,3,2022,195000,renewed,,249000,expansion
A0507,Vertex Labs,2025-Q4,EMEA,3,2022,325000,renewed,,845000,expansion
A0509,Parallel Grid,2025-Q4,APAC,3,2022,27000,renewed,,48000,expansion
A0512,BluePeak Labs,2025-Q4,APAC,3,2022,493000,renewed,,1053000,expansion
A0514,Vertex Cloud Inc,2025-Q4,EMEA,3,2022,49000,renewed,,60000,expansion
A0518,Aurora Bridge,2025-Q4,APAC,3,2022,29000,renewed,,56000,expansion
A0520,Parallel Dynamics,2025-Q4,EMEA,3,2022,33000,renewed,,72000,expansion
A0528,Silverline Logic,2025-Q4,EMEA,3,2022,135000,renewed,,157000,expansion
A0530,Cobalt Works Inc,2025-Q4,EMEA,3,2022,191000,renewed,,233000,expansion
A0533,BluePeak Grid,2025-Q4,AMER,3,2022,145000,renewed,,243000,expansion
A0543,Cobalt Bridge,2025-Q4,AMER,3,2022,55000,renewed,,56000,flat
A0548,Vertex Systems,2025-Q4,EMEA,3,2022,189000,renewed,,426000,expansion
A0549,BluePeak Systems,2025-Q4,EMEA,3,2022,466000,renewed,,1138000,expansion
A0551,Pinnacle Systems Inc,2025-Q4,APAC,3,2022,169000,renewed,,178000,expansion
A0563,Aurora Logic,2025-Q4,AMER,2,2023,109000,renewed,,109000,flat
A0579,BluePeak Logic,2025-Q4,EMEA,3,2022,69000,renewed,,69000,flat
A0581,Northwind Labs,2025-Q4,EMEA,3,2022,98000,renewed,,258000,expansion
A0583,Parallel Bridge Inc,2025-Q4,AMER,5,2020,46000,renewed,,57000,expansion
A0587,Parallel Grid,2025-Q4,AMER,5,2020,210000,renewed,,274000,expansion
A0593,Cobalt Logic Inc,2025-Q4,EMEA,3,2022,175000,renewed,,175000,flat
A0595,Parallel Works,2025-Q4,APAC,3,2022,529000,renewed,,531000,flat
A0596,Vertex Logic Inc,2025-Q4,APAC,3,2022,171000,renewed,,427000,expansion
A0599,Granite Works,2025-Q4,APAC,3,2022,277000,renewed,,323000,expansion
A0603,Cobalt Dynamics,2025-Q4,EMEA,5,2020,54000,renewed,,56000,expansion
A0607,Vertex Systems,2025-Q4,EMEA,3,2022,449000,renewed,,908000,expansion
A0609,BluePeak Grid Inc,2025-Q4,AMER,3,2022,167000,renewed,,198000,expansion
A0614,Cobalt Grid Inc,2025-Q4,EMEA,3,2022,179000,renewed,,392000,expansion
A0619,Aurora Systems Inc,2025-Q4,APAC,1,2024,151000,renewed,,184000,expansion
A0621,Silverline Systems,2025-Q4,EMEA,3,2022,179000,churned,Adoption — low usage or failed rollout,0,
A0622,Pinnacle Works,2025-Q4,APAC,2,2023,94000,churned,Pricing — budget freeze or cuts,0,
A0624,Pinnacle Works,2025-Q4,EMEA,3,2022,43000,renewed,,52000,expansion
A0009,BluePeak Dynamics Inc,2026-Q1,EMEA,1,2025,306000,renewed,,406000,expansion
A0017,Granite Grid Inc,2026-Q1,EMEA,2,2024,40000,renewed,,40000,flat
A0023,BluePeak Dynamics Inc,2026-Q1,AMER,3,2023,536000,renewed,,1343000,expansion
A0026,Meridian Dynamics,2026-Q1,EMEA,3,2023,239000,renewed,,374000,expansion
A0028,Silverline Cloud Inc,2026-Q1,AMER,5,2021,25000,renewed,,27000,expansion
A0029,Pinnacle Systems,2026-Q1,EMEA,5,2021,469000,renewed,,615000,expansion
A0032,Cobalt Logic,2026-Q1,EMEA,3,2023,414000,churned,Adoption — low usage or failed rollout,0,
A0033,Granite Labs Inc,2026-Q1,AMER,4,2022,295000,renewed,,755000,expansion
A0038,Vertex Cloud Inc,2026-Q1,AMER,3,2023,25000,renewed,,28000,expansion
A0039,BluePeak Works,2026-Q1,APAC,3,2023,371000,renewed,,473000,expansion
A0046,Pinnacle Bridge,2026-Q1,AMER,3,2023,33000,renewed,,36000,expansion
A0049,BluePeak Grid,2026-Q1,AMER,5,2021,427000,renewed,,1198000,expansion
A0050,Parallel Cloud,2026-Q1,APAC,1,2025,184000,renewed,,238000,expansion
A0054,Pinnacle Bridge,2026-Q1,APAC,3,2023,45000,renewed,,45000,flat
A0057,Vertex Labs,2026-Q1,APAC,3,2023,147000,renewed,,411000,expansion
A0059,Northwind Labs Inc,2026-Q1,APAC,1,2025,299000,renewed,,309000,expansion
A0062,BluePeak Works Inc,2026-Q1,AMER,3,2023,198000,renewed,,367000,expansion
A0075,Silverline Grid,2026-Q1,EMEA,5,2021,198000,renewed,,206000,expansion
A0079,Northwind Logic,2026-Q1,EMEA,3,2023,174000,renewed,,380000,expansion
A0081,Silverline Dynamics,2026-Q1,APAC,3,2023,257000,renewed,,258000,flat
A0084,Meridian Works Inc,2026-Q1,APAC,3,2023,197000,renewed,,197000,flat
A0085,Vertex Cloud,2026-Q1,EMEA,2,2024,287000,renewed,,585000,expansion
A0094,Pinnacle Labs,2026-Q1,APAC,3,2023,244000,renewed,,482000,expansion
A0097,Granite Labs Inc,2026-Q1,AMER,1,2025,22000,renewed,,37000,expansion
A0101,Pinnacle Works,2026-Q1,AMER,3,2023,316000,renewed,,802000,expansion
A0103,Cobalt Cloud,2026-Q1,APAC,3,2023,111000,renewed,,127000,expansion
A0105,Parallel Logic,2026-Q1,AMER,4,2022,248000,renewed,,286000,expansion
A0107,Pinnacle Works Inc,2026-Q1,AMER,3,2023,263000,renewed,,359000,expansion
A0108,Cobalt Logic Inc,2026-Q1,EMEA,3,2023,228000,churned,Pricing — lower competitive quote,0,
A0112,Northwind Systems,2026-Q1,AMER,1,2025,166000,renewed,,334000,expansion
A0115,Silverline Dynamics,2026-Q1,APAC,3,2023,169000,renewed,,374000,expansion
A0117,Cobalt Systems,2026-Q1,EMEA,3,2023,24000,churned,Commercial — payment or term mismatch,0,
A0118,Meridian Labs,2026-Q1,EMEA,3,2023,522000,renewed,,582000,expansion
A0123,Vertex Grid Inc,2026-Q1,EMEA,4,2022,46000,renewed,,71000,expansion
A0132,Meridian Systems,2026-Q1,EMEA,3,2023,62000,renewed,,94000,expansion
A0144,Meridian Bridge,2026-Q1,APAC,5,2021,166000,renewed,,324000,expansion
A0146,Parallel Grid Inc,2026-Q1,EMEA,3,2023,82000,renewed,,83000,flat
A0149,Cobalt Dynamics Inc,2026-Q1,AMER,3,2023,46000,renewed,,111000,expansion
A0151,Vertex Dynamics,2026-Q1,EMEA,3,2023,368000,churned,Product — capability or roadmap gap,0,
A0152,Meridian Cloud,2026-Q1,EMEA,1,2025,245000,renewed,,605000,expansion
A0154,Cobalt Systems,2026-Q1,APAC,3,2023,532000,renewed,,834000,expansion
A0158,Granite Bridge,2026-Q1,AMER,2,2024,121000,renewed,,223000,expansion
A0166,BluePeak Grid,2026-Q1,AMER,5,2021,61000,churned,Product — capability or roadmap gap,0,
A0176,Vertex Bridge,2026-Q1,APAC,3,2023,120000,renewed,,144000,expansion
A0186,BluePeak Dynamics,2026-Q1,AMER,3,2023,47000,renewed,,52000,expansion
A0190,Meridian Systems Inc,2026-Q1,AMER,3,2023,72000,renewed,,192000,expansion
A0199,Aurora Dynamics,2026-Q1,EMEA,3,2023,182000,renewed,,528000,expansion
A0200,BluePeak Dynamics,2026-Q1,AMER,3,2023,109000,renewed,,109000,flat
A0203,Silverline Systems,2026-Q1,AMER,1,2025,140000,renewed,,370000,expansion
A0204,Granite Logic,2026-Q1,APAC,3,2023,132000,renewed,,158000,expansion
A0205,BluePeak Cloud,2026-Q1,APAC,3,2023,383000,renewed,,391000,expansion
A0211,Aurora Dynamics,2026-Q1,APAC,3,2023,419000,renewed,,559000,expansion
A0213,Pinnacle Logic,2026-Q1,EMEA,3,2023,88000,renewed,,209000,expansion
A0215,Northwind Dynamics,2026-Q1,EMEA,3,2023,338000,renewed,,423000,expansion
A0232,Vertex Works Inc,2026-Q1,AMER,5,2021,35000,renewed,,36000,expansion
A0233,Parallel Systems,2026-Q1,AMER,3,2023,481000,renewed,,556000,expansion
A0241,BluePeak Grid Inc,2026-Q1,AMER,5,2021,61000,renewed,,78000,expansion
A0242,Meridian Logic,2026-Q1,AMER,3,2023,192000,renewed,,196000,expansion
A0243,Silverline Bridge,2026-Q1,AMER,3,2023,31000,renewed,,50000,expansion
A0246,Cobalt Systems,2026-Q1,EMEA,4,2022,319000,renewed,,329000,expansion
A0255,Pinnacle Dynamics Inc,2026-Q1,APAC,3,2023,24000,renewed,,45000,expansion
A0257,Cobalt Cloud Inc,2026-Q1,AMER,3,2023,163000,renewed,,268000,expansion
A0261,Cobalt Logic,2026-Q1,AMER,3,2023,499000,renewed,,936000,expansion
A0263,Pinnacle Cloud,2026-Q1,APAC,3,2023,406000,renewed,,831000,expansion
A0266,Aurora Cloud,2026-Q1,AMER,2,2024,190000,renewed,,236000,expansion
A0274,Granite Works,2026-Q1,EMEA,1,2025,211000,renewed,,236000,expansion
A0275,Parallel Cloud Inc,2026-Q1,APAC,3,2023,24000,renewed,,25000,expansion
A0278,Pinnacle Systems,2026-Q1,AMER,3,2023,257000,churned,Stakeholder — champion departed / reorg,0,
A0279,Parallel Works Inc,2026-Q1,EMEA,3,2023,345000,renewed,,394000,expansion
A0281,Parallel Logic,2026-Q1,APAC,3,2023,305000,renewed,,403000,expansion
A0282,Vertex Works Inc,2026-Q1,APAC,1,2025,133000,renewed,,174000,expansion
A0288,Meridian Grid Inc,2026-Q1,APAC,3,2023,291000,churned,Commercial — payment or term mismatch,0,
A0289,Silverline Bridge Inc,2026-Q1,EMEA,3,2023,96000,renewed,,197000,expansion
A0291,Aurora Cloud,2026-Q1,EMEA,3,2023,219000,renewed,,337000,expansion
A0292,Northwind Systems Inc,2026-Q1,AMER,3,2023,69000,renewed,,185000,expansion
A0300,Silverline Bridge Inc,2026-Q1,AMER,3,2023,90000,renewed,,162000,expansion
A0307,Vertex Systems,2026-Q1,EMEA,3,2023,410000,renewed,,818000,expansion
A0310,Pinnacle Labs,2026-Q1,AMER,3,2023,484000,renewed,,799000,expansion
A0314,Parallel Labs,2026-Q1,AMER,3,2023,277000,renewed,,277000,flat
A0315,Silverline Logic Inc,2026-Q1,APAC,3,2023,178000,renewed,,355000,expansion
A0316,Parallel Grid,2026-Q1,EMEA,3,2023,442000,renewed,,495000,expansion
A0319,Northwind Labs Inc,2026-Q1,AMER,3,2023,202000,renewed,,549000,expansion
A0325,Parallel Logic,2026-Q1,EMEA,3,2023,251000,renewed,,385000,expansion
A0335,Parallel Labs,2026-Q1,APAC,3,2023,462000,renewed,,479000,expansion
A0337,Northwind Bridge,2026-Q1,EMEA,4,2022,45000,renewed,,53000,expansion
A0338,Silverline Cloud Inc,2026-Q1,AMER,3,2023,35000,renewed,,83000,expansion
A0341,BluePeak Bridge,2026-Q1,AMER,3,2023,178000,renewed,,459000,expansion
A0351,Vertex Logic,2026-Q1,AMER,3,2023,134000,renewed,,134000,flat
A0353,Silverline Bridge,2026-Q1,AMER,3,2023,92000,renewed,,127000,expansion
A0354,Aurora Dynamics,2026-Q1,APAC,3,2023,271000,renewed,,732000,expansion
A0358,Silverline Cloud,2026-Q1,EMEA,3,2023,231000,renewed,,248000,expansion
A0359,Northwind Cloud,2026-Q1,APAC,3,2023,457000,churned,Risk — security or compliance,0,
A0368,Cobalt Logic,2026-Q1,EMEA,3,2023,123000,renewed,,368000,expansion
A0371,Aurora Systems,2026-Q1,APAC,2,2024,92000,renewed,,96000,expansion
A0372,Aurora Bridge,2026-Q1,APAC,3,2023,138000,renewed,,362000,expansion
A0378,Vertex Dynamics,2026-Q1,EMEA,5,2021,204000,renewed,,315000,expansion
A0381,Northwind Bridge Inc,2026-Q1,EMEA,3,2023,82000,renewed,,87000,expansion
A0385,Pinnacle Labs Inc,2026-Q1,APAC,3,2023,64000,renewed,,131000,expansion
A0387,Meridian Bridge,2026-Q1,AMER,3,2023,337000,renewed,,382000,expansion
A0395,Northwind Cloud Inc,2026-Q1,APAC,5,2021,202000,renewed,,470000,expansion
A0400,Aurora Systems,2026-Q1,EMEA,3,2023,22000,renewed,,26000,expansion
A0402,Parallel Dynamics Inc,2026-Q1,AMER,3,2023,352000,renewed,,352000,flat
A0406,Parallel Dynamics,2026-Q1,AMER,5,2021,90000,churned,Commercial — payment or term mismatch,0,
A0407,Aurora Cloud Inc,2026-Q1,EMEA,3,2023,432000,churned,Value — ROI / business case not approved,0,
A0408,Aurora Bridge Inc,2026-Q1,APAC,3,2023,78000,renewed,,116000,expansion
A0411,Vertex Works,2026-Q1,AMER,3,2023,30000,renewed,,37000,expansion
A0427,Granite Grid,2026-Q1,AMER,3,2023,274000,renewed,,411000,expansion
A0428,Meridian Logic Inc,2026-Q1,EMEA,3,2023,232000,churned,Competitor — won evaluation,0,
A0432,Aurora Cloud,2026-Q1,AMER,3,2023,69000,churned,Pricing — lower competitive quote,0,
A0444,Cobalt Grid,2026-Q1,AMER,3,2023,427000,renewed,,933000,expansion
A0447,BluePeak Works,2026-Q1,APAC,3,2023,28000,renewed,,64000,expansion
A0448,Aurora Works,2026-Q1,AMER,3,2023,348000,renewed,,482000,expansion
A0453,Aurora Grid,2026-Q1,EMEA,5,2021,248000,renewed,,248000,flat
A0457,Aurora Dynamics Inc,2026-Q1,APAC,3,2023,378000,renewed,,414000,expansion
A0464,Meridian Cloud,2026-Q1,EMEA,3,2023,287000,renewed,,555000,expansion
A0465,BluePeak Logic Inc,2026-Q1,AMER,3,2023,181000,renewed,,297000,expansion
A0467,Meridian Labs,2026-Q1,EMEA,3,2023,165000,renewed,,165000,flat
A0472,Granite Grid Inc,2026-Q1,EMEA,4,2022,502000,renewed,,1378000,expansion
A0478,Cobalt Works Inc,2026-Q1,AMER,3,2023,239000,renewed,,695000,expansion
A0482,Vertex Dynamics Inc,2026-Q1,APAC,3,2023,39000,renewed,,39000,flat
A0483,Granite Works,2026-Q1,EMEA,3,2023,48000,renewed,,64000,expansion
A0484,BluePeak Bridge,2026-Q1,APAC,3,2023,148000,renewed,,272000,expansion
A0504,Aurora Bridge Inc,2026-Q1,EMEA,1,2025,85000,renewed,,221000,expansion
A0511,Cobalt Labs,2026-Q1,EMEA,4,2022,512000,renewed,,586000,expansion
A0516,Parallel Cloud,2026-Q1,EMEA,3,2023,34000,renewed,,41000,expansion
A0517,Pinnacle Cloud,2026-Q1,AMER,2,2024,399000,renewed,,428000,expansion
A0519,Vertex Works Inc,2026-Q1,APAC,3,2023,196000,renewed,,199000,flat
A0523,Cobalt Grid Inc,2026-Q1,EMEA,3,2023,160000,renewed,,173000,expansion
A0524,Cobalt Dynamics Inc,2026-Q1,EMEA,1,2025,230000,renewed,,235000,expansion
A0525,Pinnacle Logic Inc,2026-Q1,APAC,3,2023,53000,renewed,,73000,expansion
A0534,Granite Labs Inc,2026-Q1,APAC,3,2023,137000,renewed,,210000,expansion
A0547,Pinnacle Bridge Inc,2026-Q1,EMEA,3,2023,72000,churned,Product — capability or roadmap gap,0,
A0553,Aurora Systems,2026-Q1,APAC,3,2023,399000,renewed,,406000,flat
A0555,Silverline Bridge,2026-Q1,AMER,3,2023,160000,renewed,,367000,expansion
A0558,Northwind Systems Inc,2026-Q1,EMEA,3,2023,451000,renewed,,480000,expansion
A0564,Aurora Cloud Inc,2026-Q1,EMEA,3,2023,445000,renewed,,634000,expansion
A0573,BluePeak Bridge Inc,2026-Q1,AMER,4,2022,489000,renewed,,550000,expansion
A0582,Silverline Systems,2026-Q1,AMER,2,2024,498000,renewed,,498000,flat
A0585,Pinnacle Grid,2026-Q1,APAC,3,2023,386000,renewed,,393000,flat
A0588,Northwind Grid Inc,2026-Q1,APAC,3,2023,62000,renewed,,110000,expansion
A0589,BluePeak Bridge Inc,2026-Q1,APAC,3,2023,518000,churned,Pricing — rejected renewal uplift,0,
A0598,Silverline Systems,2026-Q1,EMEA,3,2023,399000,churned,Risk — security or compliance,0,
A0600,Northwind Cloud,2026-Q1,AMER,3,2023,531000,renewed,,659000,expansion
A0601,Aurora Bridge,2026-Q1,AMER,1,2025,46000,renewed,,74000,expansion
A0606,Meridian Grid Inc,2026-Q1,AMER,3,2023,239000,renewed,,380000,expansion
A0608,BluePeak Logic Inc,2026-Q1,APAC,5,2021,280000,churned,Pricing — rejected renewal uplift,0,
A0610,Vertex Labs,2026-Q1,EMEA,3,2023,471000,renewed,,769000,expansion
A0613,Silverline Dynamics,2026-Q1,AMER,3,2023,452000,renewed,,585000,expansion
A0616,Vertex Logic,2026-Q1,APAC,3,2023,75000,renewed,,75000,flat
A0625,Granite Bridge,2026-Q1,AMER,3,2023,224000,renewed,,258000,expansion
